sex,pidate_mo,phealth,mhealth,worry,raceorig,ageworkforpay,marstat,educ,employ,age,hrswork,income,lifesat,sleep,selfesteem,worksatis,workdauth,workdemands,workcosupp,worksupsupp,workdiscrim,workineq,posworktofam,negworktofam,suppfam,strainfam,suppfriend,strainfriend,suppspouse,strainspouse,mindful,ratelife,rateday
MALE,7,EXCELLENT,VERY GOOD,LESS,WHITE,< 18,MARRIED,SOME GRADUATE SCHOOL,SELF-EMPLOYED,63,40,80000,9.375,7,49,10,30,11,NA,NA,6,1,19,9,4,2.25,3.5,1.25,4,1.833333333,43,9,10
MALE,8,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,23-30,MARRIED,MASTER'S DEGREE,WORKING NOW,50,42,80000,6.75,6,37,6,14,12,5,8,11,1.833333333,13,12,1.25,3.25,3.75,1.75,2.166666667,3,37,7,8
FEMALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,SOME GRADUATE SCHOOL,NA,83,NA,60000,6.875,7.5,47,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,3.75,1,1.666666667,2.833333333,36,7,7
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,BLACK AND/OR AFRICAN AMERICAN,18-22,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,74,20,NA,8.625,5,46,10,30,13,10,NA,6,1.166666667,13,9,2.5,1.5,3.5,1.5,4,1.833333333,45,8,10
MALE,7,FAIR,VERY GOOD,LESS,WHITE,18-22,MARRIED,ASSOC DEGREE,RETIRED,77,NA,30000,6.5,8,47,0,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,2.5,1.75,4,1.666666667,34,9,10
MALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,SOME GRADUATE SCHOOL,NA,71,NA,65000,9,8,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,3.25,1.25,4,1.333333333,36,9,9
FEMALE,10,FAIR,FAIR,MORE,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,HOMEMAKER,45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,GOOD,GOOD,LESS,WHITE,< 18,DIVORCED,SOME COLLEGE,WORKING NOW,52,40,26000,4.25,5,25,5,10,20,6,4,22,2.833333333,4,12,2.75,2.75,1.25,1.75,1.5,4,28,3,5
FEMALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,ASSOC DEGREE,WORKING NOW,60,20,68000,6,8,39,7,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1,4,1.25,3,2.166666667,36,7,8
FEMALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,53,40,31000,6.875,7,42,6,17,15,7,12,13,1.833333333,12,11,4,2.25,3.25,2.25,3.666666667,2.833333333,31,8,6
MALE,6,POOR,FAIR,ABOUT THE SAME,WHITE,NA,MARRIED,SOME K12,NA,71,NA,NA,7.25,4,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1.166666667,27,5,4
MALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,50,40,45000,7.5,7.25,44,9,23,13,10,13,8,1.333333333,10,9,3,1,3,2,3.833333333,1.833333333,27,7,7
MALE,7,VERY GOOD,EXCELLENT,MORE,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,46,60,125000,9.5,8.5,41,10,30,13,6,NA,6,1.166666667,10,7,1.5,2.25,3.75,1,4,1.666666667,31,9,9
MALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,ASSOC DEGREE,WORKING NOW,61,40,65000,7.166666667,8,39,NA,22,15,6,13,9,2,11,11,3.25,1.75,3.25,1.5,3.833333333,2.5,39,7,8
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,66,40,125000,8.875,8,42,10,24,13,8,12,9,1,15,10,4,2,4,2,3.666666667,2.666666667,27,9,8
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,ASSOC DEGREE,WORKING NOW,48,40,50000,6.25,6.5,27,3,22,17,5,5,15,2.833333333,9,11,2.25,2,3.75,2.25,3.833333333,1.833333333,30,7,7
FEMALE,7,VERY GOOD,EXCELLENT,MORE,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,73,NA,NA,8.833333333,7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3.5,2.75,3.833333333,2.833333333,41,9,9
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,58,40,350000,8.375,7,41,9,26,11,7,NA,8,1,14,8,3.25,2,3.5,1,4,1.833333333,36,8,6
MALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,RETIRED,67,15,45000,7.75,8,40,7,24,13,9,NA,6,1.833333333,11,10,3.75,1.75,2.5,1.75,4,1.333333333,27,8,9
MALE,2,EXCELLENT,VERY GOOD,ABOUT THE SAME,NA,< 18,MARRIED,BACHELOR'S DEGREE,OTHER,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,HOMEMAKER,82,NA,80000,9.125,6.5,43,10,24,9,10,NA,6,1,9,6,4,1.25,2.75,1.25,3.833333333,1.5,36,9,10
MALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,HIGH SCHOOL/GED,OTHER,49,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,POOR,FAIR,ABOUT THE SAME,NA,NA,MARRIED,BACHELOR'S DEGREE,NA,75,NA,50000,5.75,10,31,2,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,3.5,2,3.5,3.333333333,33.75,7,7
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,67,NA,12000,8.875,8,41,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1.75,4,1.666666667,36,9,8
FEMALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,WIDOWED,BACHELOR'S DEGREE,WORKING NOW,61,40,63000,7,7,39,3,20,15,10,7,14,1.5,15,8,4,2.25,2.75,2.5,NA,NA,36,9,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,47,20,6000,8.875,8,30,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,4,1.5,4,2.5,42,10,10
MALE,6,GOOD,FAIR,MORE,WHITE,18-22,NEVER MARRIED,ASSOC DEGREE,WORKING NOW,49,40,31300,7.333333333,9.5,23,9,23,11,6,11,13,1.5,11,10,3,3.25,3.25,3,NA,NA,36,6,5
MALE,6,GOOD,FAIR,MORE,WHITE,18-22,NEVER MARRIED,MASTER'S DEGREE,WORKING NOW,46,50,56000,5,8,26,3,21,14,6,11,16,2.333333333,9,14,3,3,3,2,NA,NA,31,7,7
MALE,10,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,47,40,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,EXCELLENT,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,58,50,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,GOOD,FAIR,MORE,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,46,40,105000,4.5,6,29,1,20,12,7,9,18,1.833333333,13,16,3,2.25,3,2,2,3.5,41,7,5
MALE,8,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,BACHELOR'S DEGREE,NA,82,NA,33000,8.25,7.5,43,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,4,1,3.6,2,41,8,6
FEMALE,2,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,43,40,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,62,45,80000,7.75,6.5,44,7,19,14,8,10,10,1,10,9,4,1.75,3.75,1,3.333333333,2.833333333,28,8,9
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,52,31,NA,8.375,6,43,9,25,14,5,7,9,1.5,10,11,3.75,2.5,4,1.5,3.833333333,2,26,8,7
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,BACHELOR'S DEGREE,NA,73,NA,60000,9,9,39,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,3.5,1.75,3.833333333,2.166666667,35,9,8
MALE,6,GOOD,EXCELLENT,LESS,WHITE,18-22,NEVER MARRIED,SOME COLLEGE,WORKING NOW,52,60,96000,8.25,7.366666667,49,10,24,19,7,15,11,1,15,13,3.75,2,2,2.5,4,2.5,27,8,9
MALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,OTHER (SPECIFY),< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,58,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,FAIR,VERY GOOD,LESS,WHITE,18-22,MARRIED,DOCTORAL OR PROF DEGREE,RETIRED,70,5,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,23-30,MARRIED,BACHELOR'S DEGREE,WORKING NOW,58,36,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,FAIR,FAIR,ABOUT THE SAME,WHITE,OVER 30,WIDOWED,HIGH SCHOOL/GED,WORKING NOW,57,60,25000,6.5,7.5,38,5,13,14,5,9,16,3,6,14,3.75,1.5,3.25,1.25,NA,NA,22,5,5
MALE,6,GOOD,GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,66,45,NA,7,6.5,33,8,26,14,7,12,20,1.5,12,12,3.5,2.5,3,2,1.833333333,3.5,38,8,8
MALE,6,GOOD,GOOD,ABOUT THE SAME,NA,< 18,DIVORCED,MASTER'S DEGREE,RETIRED,72,NA,80000,8,NA,40,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3.75,1,NA,NA,44,8,8
MALE,6,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,ASSOC DEGREE,SELF-EMPLOYED,70,60,225000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,80,NA,20000,6.25,8,39,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,3.75,1,3.666666667,1.833333333,35,7,8
MALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME COLLEGE,WORKING NOW,55,40,70000,8.5,6.5,48,8,20,20,6,9,16,1.333333333,11,12,4,2.25,4,2,NA,NA,36,8,8
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,ASSOC DEGREE,WORKING NOW,50,45,60000,8.333333333,8,38,10,29,16,6,10,10,1,11,12,3.75,3,3.5,2.75,NA,NA,45,9,9
MALE,7,GOOD,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,RETIRED,71,6,4000,7.666666667,6,30,7,22,15,7,8,8,1.166666667,12,11,3.75,1,2.75,1.5,3.833333333,1.666666667,33,NA,NA
MALE,8,GOOD,EXCELLENT,ABOUT THE SAME,WHITE,NA,MARRIED,BACHELOR'S DEGREE,NA,78,NA,NA,8.125,7,31,8,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.5,2.5,1.5,3.833333333,2,26,9,7
MALE,6,POOR,FAIR,MORE,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,PERMANENTLY DISABLED,50,NA,22000,1.5,2.666666667,34,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.25,2.75,2.75,NA,NA,37,3,7
MALE,4,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,47,55,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,1,VERY GOOD,GOOD,MORE,WHITE,< 18,WIDOWED,HIGH SCHOOL/GED,NA,68,NA,1258,7,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.5,3,2,NA,NA,42,5,5
MALE,7,POOR,FAIR,LESS,WHITE,NA,MARRIED,MASTER'S DEGREE,NA,69,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,45,60,220000,7.5,6,42,8,22,16,6,13,8,1.166666667,13,14,2.75,1,3,1,2.833333333,2.333333333,27,8,8
MALE,6,GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,64,30,2.00E+05,8,8,43,8,29,15,10,NA,6,1,5,7,3,2.25,2.25,1,3.666666667,1.833333333,32,8,8
MALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,DIVORCED,BACHELOR'S DEGREE,WORKING NOW,73,62,126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,GOOD,FAIR,ABOUT THE SAME,WHITE,18-22,DIVORCED,SOME COLLEGE,WORKING NOW,48,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,OTHER (SPECIFY),18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,57,45,147000,8.75,7,42,9,22,9,10,12,9,1,13,8,4,2.25,2.5,1.75,4,2.166666667,36,9,8
FEMALE,8,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,OTHER,79,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,RETIRED,70,NA,25000,8,8,37,8,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2.75,2,3.5,2.833333333,27,8,9
FEMALE,9,FAIR,GOOD,MORE,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,PERMANENTLY DISABLED,53,NA,10000,6.875,7,28,8,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.5,4,2.25,3.833333333,2.5,33,5,5
MALE,8,VERY GOOD,GOOD,MORE,WHITE,NA,DIVORCED,BACHELOR'S DEGREE,NA,76,NA,40000,5.666666667,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.5,2.25,2.25,2.666666667,2.833333333,35,6,5
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,47,30,30000,8.375,7,37,9,18,14,6,5,7,1.666666667,12,12,3.75,2,3,2.5,2.666666667,2.5,9,8,8
FEMALE,6,FAIR,GOOD,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,56,40,21000,7.75,5.5,30,8,16,19,6,10,14,2.333333333,12,11,3.25,2,3.75,1.25,3.666666667,3,36,8,8
MALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,64,32,80000,8.25,8,39,8,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,2.75,2,3.666666667,2.333333333,28,8,8
MALE,7,FAIR,EXCELLENT,ABOUT THE SAME,WHITE,23-30,DIVORCED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,79,14,120000,7.25,6,48,9,28,10,NA,NA,6,1,10,4,4,1,4,1,NA,NA,27,8,8
FEMALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,SEPARATED,SOME K12,NA,72,NA,12000,8,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.25,3.5,2,NA,NA,34,7,7
FEMALE,6,VERY GOOD,GOOD,MORE,WHITE,< 18,NEVER MARRIED,BACHELOR'S DEGREE,WORKING NOW,54,40,20000,5.25,6,38,1,21,19,4,5,24,3.166666667,7,19,3.5,1.75,2.75,1,3.833333333,1.833333333,33,5,2
FEMALE,6,GOOD,GOOD,MORE,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,62,NA,0,4,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2,2.5,2,1.833333333,4,27,3,3
FEMALE,6,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,43,40,28500,7.625,4,36,9,22,12,6,15,6,1,12,8,4,1.5,3.25,1.75,2.333333333,2.5,39,7,6
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,DIVORCED,MASTER'S DEGREE,WORKING NOW,68,38,50000,8.75,7,46,10,27,12,4,12,15,1,14,9,3.25,2.25,3,1,NA,NA,32,9,10
MALE,7,FAIR,GOOD,LESS,WHITE,18-22,DIVORCED,SOME GRADUATE SCHOOL,NA,57,NA,0,5,8.25,37,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2.75,2,NA,NA,35,8,5
FEMALE,6,FAIR,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,NA,61,NA,NA,7.5,8.5,38,8,NA,NA,NA,NA,NA,NA,NA,NA,3,2.25,2.25,2,3.5,2.166666667,33,8,7
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,WIDOWED,HIGH SCHOOL/GED,WORKING NOW,67,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,FAIR,ABOUT THE SAME,WHITE,< 18,DIVORCED,BACHELOR'S DEGREE,SELF-EMPLOYED,78,NA,75874,7.5,7.5,35,9,26,9,10,15,6,2.6,12,8,4,2,3,2,NA,NA,45,5,8
MALE,6,VERY GOOD,GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,59,45,87000,7.75,6,36,8,25,14,5,NA,18,1.666666667,16,12,2,1.5,2.25,2,3.333333333,3.333333333,38,8,9
FEMALE,1,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,73,8,16000,8.625,7,39,8,22,14,6,13,8,1.333333333,12,8,4,1.75,3.75,1.5,3.833333333,2.333333333,30,9,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,WORKING NOW,46,34,NA,7.375,6,37,8,20,15,6,9,13,2,12,9,2.5,3,2.5,2.5,3.666666667,2.5,37,7,8
FEMALE,10,EXCELLENT,GOOD,ABOUT THE SAME,WHITE,< 18,SEPARATED,HIGH SCHOOL/GED,HOMEMAKER,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,EXCELLENT,EXCELLENT,MORE,WHITE,NA,MARRIED,SOME K12,NA,66,NA,15000,7.333333333,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,4,2,3.166666667,2.833333333,23,7,7
FEMALE,6,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,RETIRED,70,NA,8400,9.5,8,45,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,3.5,2,4,2.166666667,41,10,9
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,NA,DIVORCED,HIGH SCHOOL/GED,NA,76,NA,0,8,7,43,5,27.6,NA,NA,NA,6,NA,NA,NA,3.5,1,4,1,NA,NA,37,10,10
MALE,7,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,BACHELOR'S DEGREE,WORKING NOW,71,33,30000,8.333333333,7,41,10,19,15,6,13,12,1.5,12,10,3.5,2.25,3.25,1.25,NA,NA,45,7,8
MALE,9,VERY GOOD,EXCELLENT,LESS,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,66,45,50000,8.125,7.5,38,8,21,10,8,11,10,1.166666667,17,8,4,2,4,1.75,4,2,43,8,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,65,NA,NA,8.5,7.25,41,8,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2,3.25,1.5,3.333333333,2.833333333,34,9,8
MALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,69,38,60000,8.25,8.5,49,7,28,10,8,11,8,1,15,8,4,2,4,1,3.5,1.666666667,42,9,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,58,16,30000,7,7.5,32,5,23,16,6,NA,8,1.5,12,12,3.75,2,2,1.75,3.666666667,2.333333333,32,8,7
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,NEVER MARRIED,SOME K12,LOOKING FOR WORK/UNEMPLOYED,50,18,NA,7.5,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.25,3.25,2,NA,NA,36,7,7
FEMALE,6,GOOD,EXCELLENT,LESS,WHITE,< 18,WIDOWED,SOME COLLEGE,RETIRED,82,NA,55000,8.666666667,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.75,3.75,1.25,NA,NA,40,9,9
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,DIVORCED,MASTER'S DEGREE,WORKING NOW,52,50,NA,9,6,43,8,28,16,8,12,6,1,4,11,2.75,1,2.75,1,NA,NA,NA,9,7
MALE,7,VERY GOOD,POOR,MORE,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,52,40,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,NEVER MARRIED,MASTER'S DEGREE,NA,82,NA,NA,8,6,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,2.75,2.25,NA,NA,35,9,9
MALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,77,20,NA,8,8,34,7,23,13,7,9,11,1.666666667,13,12,4,2,2.75,2,4,1.833333333,33,8,8
MALE,7,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,NA,WIDOWED,BACHELOR'S DEGREE,NA,89,NA,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,OTHER (SPECIFY),NA,MARRIED,HIGH SCHOOL/GED,NA,73,NA,12000,9.5,8.5,37,9,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3.75,1.25,4,2.333333333,35,10,9
MALE,6,FAIR,GOOD,LESS,WHITE,NA,WIDOWED,BACHELOR'S DEGREE,NA,91,NA,50000,5.333333333,8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2.5,1.25,4,1,27,5,6
FEMALE,7,VERY GOOD,GOOD,LESS,WHITE,< 18,DIVORCED,BACHELOR'S DEGREE,WORKING NOW,57,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,MORE,WHITE,NA,MARRIED,SOME COLLEGE,NA,82,NA,30000,8.375,8.25,39,7,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,3,2,3.666666667,2.333333333,31,9,9
FEMALE,8,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,45,20,8000,8.375,7.5,45,9,20,12,7,9,8,1.166666667,11,8,4,2.25,3.75,2,4,2,9,8,8
MALE,6,EXCELLENT,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,61,55,112000,8.75,5.75,39,9,23,15,7,6,16,2,13,11,3.5,2,2.75,2.25,3.833333333,2,30,9,10
FEMALE,6,GOOD,FAIR,MORE,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,63,NA,NA,7.5,7,26,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,1,1,3.666666667,3.666666667,29,8,10
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,ASSOC DEGREE,NA,92,NA,16000,7.333333333,8.5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.75,3.5,1.75,NA,NA,32,8,7
MALE,2,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME COLLEGE,WORKING NOW,53,50,40000,6.125,8,23,3,21,12,8,9,13,1.5,10,11,4,1.5,3.75,2,4,2,34,6,7
FEMALE,5,VERY GOOD,GOOD,MORE,WHITE,18-22,MARRIED,SOME COLLEGE,HOMEMAKER,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,50,20,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
